job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Senior Data Analyst,Senior Data Analyst,"Kraków, Poland",via LinkedIn,Full-time,False,Poland,2023-11-06 14:07:42,False,False,Poland,,,,Human4Human Recruitment,"['sql', 'python']","{'programming': ['sql', 'python']}"
Data Engineer,Data Engineer ETL lnformatica API SQL Engineer (DIRECT HIRE),Anywhere,via Robert Half,Full-time,True,"California, United States",2023-07-20 13:07:40,True,False,United States,year,110000.0,,Robert Half,"['sql', 'java', 'python', 'azure', 'aws', 'snowflake']","{'cloud': ['azure', 'aws', 'snowflake'], 'programming': ['sql', 'java', 'python']}"
Data Scientist,Data Scientist I,United States,via BeBee,Full-time,False,Sudan,2023-08-21 13:38:16,False,False,Sudan,,,,MasterCard,"['python', 'r', 'sql', 'hadoop', 'spark', 'tensorflow', 'keras', 'pytorch']","{'libraries': ['hadoop', 'spark', 'tensorflow', 'keras', 'pytorch'], 'programming': ['python', 'r', 'sql']}"
Senior Data Engineer,Senior Python Data Engineer,"Wilmington, DE",via Indeed,Full-time,False,Sudan,2023-09-16 13:13:50,False,False,Sudan,year,160000.0,,Crackajack Solutions,"['python', 'sql', 'java', 'aws', 'databricks', 'redshift', 'spark', 'pyspark', 'hadoop']","{'cloud': ['aws', 'databricks', 'redshift'], 'libraries': ['spark', 'pyspark', 'hadoop'], 'programming': ['python', 'sql', 'java']}"
Business Analyst,Market Analyst,"Guanacaste Province, Lagunilla, Costa Rica",via BeBee Costa Rica,Full-time,False,Costa Rica,2023-12-26 13:10:57,False,False,Costa Rica,,,,LSEG (London Stock Exchange Group),"['python', 'vba', 'sql']","{'programming': ['python', 'vba', 'sql']}"
Data Analyst,2024 Business Intelligence Engineer Internship,"London, UK",via LinkedIn,Full-time and Internship,False,United Kingdom,2023-12-19 13:34:57,False,False,United Kingdom,,,,Amazon,"['sql', 'python', 'java', 'r', 'aws', 'excel', 'tableau', 'cognos']","{'analyst_tools': ['excel', 'tableau', 'cognos'], 'cloud': ['aws'], 'programming': ['sql', 'python', 'java', 'r']}"
Data Scientist,Deep learning engineer/ Data scientist (computer vision or nlp...,"New Delhi, Delhi, India",via HR Software For Growing Businesses | Freshteam,Full-time,False,India,2023-02-05 13:10:50,False,False,India,,,,Paxcom India Pvt. Ltd,"['java', 'python', 'bash', 'postgresql', 'aws', 'spark', 'tensorflow', 'pytorch', 'numpy', 'matplotlib', 'scikit-learn', 'angular', 'linux', 'jenkins', 'docker', 'kubernetes']","{'cloud': ['aws'], 'databases': ['postgresql'], 'libraries': ['spark', 'tensorflow', 'pytorch', 'numpy', 'matplotlib', 'scikit-learn'], 'os': ['linux'], 'other': ['jenkins', 'docker', 'kubernetes'], 'programming': ['java', 'python', 'bash'], 'webframeworks': ['angular']}"
Data Analyst,Data Analyst – Portfolio Performance Group,"Seoul, South Korea",via Trabajo.org - 작업 검색,Full-time,False,South Korea,2023-01-22 13:55:27,True,False,South Korea,,,,Macquarie Group,,
Business Analyst,Jr. Business Intelligence Analyst,"St Paul, MO",via Adzuna,Full-time,False,"Illinois, United States",2023-02-15 13:02:31,False,False,United States,,,,"Staffigo Technical Services, LLC","['sql', 'r', 'sas', 'sas', 'python', 'hadoop', 'power bi', 'tableau', 'dax']","{'analyst_tools': ['sas', 'power bi', 'tableau', 'dax'], 'libraries': ['hadoop'], 'programming': ['sql', 'r', 'sas', 'python']}"
Data Scientist,"Intern, Data Science",Singapore,via BeBee Singapore,Internship,False,Singapore,2023-12-24 13:17:11,False,False,Singapore,,,,Munich Re,"['r', 'python', 'c#', 'azure', 'rshiny', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'libraries': ['rshiny'], 'programming': ['r', 'python', 'c#']}"
Data Analyst,"G6217 Grade V, Staff Officer,-Data Analyst, Unscheduled care, GUH...","Dublin, Ireland",via Trabajo.org,Full-time,False,Ireland,2023-01-12 14:06:54,True,False,Ireland,,,,OASIS Group,,
Data Scientist,Data Scientist with German (m/f/d),"Graz, Austria",via LinkedIn,Full-time,False,Austria,2023-07-20 13:56:10,False,False,Austria,,,,Magna International,"['r', 'python', 'sql', 'aws', 'tensorflow', 'hadoop', 'spark', 'gdpr', 'tableau', 'git', 'docker', 'unity']","{'analyst_tools': ['tableau'], 'cloud': ['aws'], 'libraries': ['tensorflow', 'hadoop', 'spark', 'gdpr'], 'other': ['git', 'docker', 'unity'], 'programming': ['r', 'python', 'sql']}"
Data Engineer,Data Engineer Junior,"Zaragoza, Spain",via Trabajo.org,Full-time,False,Spain,2023-01-31 13:51:41,False,False,Spain,,,,Buscojobs ES Premium,,
Senior Data Scientist,"Senior Data Scientist, Product",Canada,via Jobs Trabajo.org,Full-time,False,Canada,2023-12-20 13:19:58,False,False,Canada,,,,Shakepay Inc.,"['python', 'r', 'sql', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['python', 'r', 'sql']}"
Data Analyst,Data Quality Analyst,"Kraków, Poland",via LinkedIn,Full-time,False,Poland,2023-02-16 13:24:23,False,False,Poland,,,,Dyson,"['sap', 'excel', 'word']","{'analyst_tools': ['sap', 'excel', 'word']}"
Data Engineer,"Manager, Data Engineering","Redwood City, CA",via SmartRecruiters Job Search,Full-time,False,"New York, United States",2023-05-09 13:16:25,True,True,United States,,,,Balsam Brands,"['azure', 'aws']","{'cloud': ['azure', 'aws']}"
Senior Data Scientist,Senior Data Scientist - AI/ML,"Frisco, TX",via TIAA Careers,Full-time,False,"Texas, United States",2023-09-04 13:03:48,False,True,United States,,,,TIAA,"['javascript', 'python', 'html', 'css', 'aws', 'azure', 'docker', 'kubernetes']","{'cloud': ['aws', 'azure'], 'other': ['docker', 'kubernetes'], 'programming': ['javascript', 'python', 'html', 'css']}"
Data Analyst,Data Analyst,"Fort Worth, TX",via Indeed,Full-time,False,"Texas, United States",2023-09-12 13:01:21,False,True,United States,,,,CyberCoders,"['python', 'plotly', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['plotly'], 'programming': ['python']}"
Data Engineer,"Manager, Data Engineering","Vancouver, BC, Canada",via BeBee Canada,Full-time,False,Canada,2023-07-08 13:10:25,False,False,Canada,,,,HaiLa,"['sql', 'snowflake', 'oracle', 'flow']","{'cloud': ['snowflake', 'oracle'], 'other': ['flow'], 'programming': ['sql']}"
Data Engineer,Data Engineer,"Salt Lake City, UT",via LinkedIn,Contractor,False,Georgia,2023-07-17 14:42:09,False,False,United States,,,,"VMC Soft Technologies, Inc","['sql', 'r', 'python', 'oracle', 'snowflake', 'aws', 'alteryx', 'qlik', 'tableau', 'cognos', 'power bi']","{'analyst_tools': ['alteryx', 'qlik', 'tableau', 'cognos', 'power bi'], 'cloud': ['oracle', 'snowflake', 'aws'], 'programming': ['sql', 'r', 'python']}"
Data Analyst,Data Analyst,"Amsterdam, Netherlands",via Monsterboard,Full-time,False,Netherlands,2023-01-18 13:26:28,False,False,Netherlands,,,,BearingPoint B.V.,"['sql', 'python', 'r', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Cloud Data Engineer,"New York, NY",via ZipRecruiter,Full-time,False,"Florida, United States",2023-03-08 13:10:13,False,True,United States,,,,Fifty-Five,"['python', 'sql', 'aws', 'gcp', 'azure', 'snowflake', 'jupyter', 'docker']","{'cloud': ['aws', 'gcp', 'azure', 'snowflake'], 'libraries': ['jupyter'], 'other': ['docker'], 'programming': ['python', 'sql']}"
Data Analyst,דרוש/ה excel data analyst לחברת מאגרי מידע,"Herzliya, Israel",via LinkedIn,Full-time,False,Israel,2023-05-08 13:44:31,True,False,Israel,,,,Pharma14.com,['excel'],{'analyst_tools': ['excel']}
Senior Data Engineer,Senior Data Engineer,"Bengaluru, Karnataka, India",via BeBee India,Full-time,False,India,2023-09-22 13:34:14,True,False,India,,,,Careerfit,"['aws', 'gcp', 'azure', 'linux']","{'cloud': ['aws', 'gcp', 'azure'], 'os': ['linux']}"
Data Analyst,Data Analyst - Surface Equipment,"Duncan, OK",via Adzuna,Full-time,False,"Texas, United States",2023-01-23 13:01:47,True,False,United States,,,,Halliburton Company,,
Data Scientist,Data Scientist,"Rockledge, FL",via LinkedIn,Contractor,False,Georgia,2023-03-20 13:39:00,False,True,United States,,,,Kforce Inc,"['sql', 'tableau', 'excel', 'qlik']","{'analyst_tools': ['tableau', 'excel', 'qlik'], 'programming': ['sql']}"
Data Engineer,Data Engineer- Kaspr,"Paris, France",via LinkedIn,Full-time,False,France,2023-06-09 13:21:30,False,False,France,,,,Kaspr,"['nosql', 'git']","{'other': ['git'], 'programming': ['nosql']}"
Business Analyst,Business Analyst,"Lisbon, Portugal",via Indeed,Full-time,False,Portugal,2023-08-16 14:04:32,False,False,Portugal,,,,OLX,"['go', 'sql', 'python', 'r', 'aws', 'azure', 'excel', 'tableau']","{'analyst_tools': ['excel', 'tableau'], 'cloud': ['aws', 'azure'], 'programming': ['go', 'sql', 'python', 'r']}"
Business Analyst,Operational Analyst,"Bello, Antioquia, Colombia",via BeBee,Full-time,False,Colombia,2023-12-24 13:20:40,False,False,Colombia,,,,DHL,['excel'],{'analyst_tools': ['excel']}
Senior Data Scientist,Senior Data Scientist,"Gilbert, AZ",via LinkedIn,Full-time,False,Sudan,2023-06-30 14:04:54,False,False,Sudan,,,,Deloitte,"['sql', 'nosql', 'sas', 'sas', 'r', 'matlab', 'aws', 'azure', 'gcp', 'spark', 'linux', 'windows', 'spss', 'excel', 'docker', 'jenkins', 'kubernetes']","{'analyst_tools': ['sas', 'spss', 'excel'], 'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['spark'], 'os': ['linux', 'windows'], 'other': ['docker', 'jenkins', 'kubernetes'], 'programming': ['sql', 'nosql', 'sas', 'r', 'matlab']}"
Data Engineer,Data Engineer,Anywhere,via LinkedIn,Full-time and Part-time,True,India,2023-09-13 13:10:52,True,False,India,,,,Tata Consultancy Services,"['python', 'sql', 'linux']","{'os': ['linux'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer- Canadian Tire Corporation,"Toronto, ON, Canada",via BeBee Canada,Full-time,False,Canada,2023-01-14 13:16:22,True,False,Canada,,,,Canadian Tire Corporation,"['sql', 'nosql', 'snowflake', 'oracle', 'pyspark', 'hadoop', 'kafka', 'flow', 'jenkins']","{'cloud': ['snowflake', 'oracle'], 'libraries': ['pyspark', 'hadoop', 'kafka'], 'other': ['flow', 'jenkins'], 'programming': ['sql', 'nosql']}"
Data Scientist,Junior Data Scientist,"Hengelo, Netherlands",via LinkedIn,Full-time,False,Netherlands,2023-10-05 13:19:30,False,False,Netherlands,,,,Orion Engineering,,
Data Scientist,Junior Data Scientist,United States,via Jobs At Orbis Operations - Pinpoint,Full-time,False,"Texas, United States",2023-07-28 13:03:39,False,False,United States,,,,Orbis Operations,"['r', 'python', 'sql', 'oracle', 'excel']","{'analyst_tools': ['excel'], 'cloud': ['oracle'], 'programming': ['r', 'python', 'sql']}"
Senior Data Analyst,Senior Data Analyst #Urgent,Singapore,via Epicareer,Full-time,False,Singapore,2023-08-24 13:39:02,True,False,Singapore,,,,Hudson Global Resources ( HQ ),"['python', 'sql', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'programming': ['python', 'sql']}"
Data Analyst,Data engineer / Data Scientist / Data Analyst,"Moscow, Russia",via hh.ru,Full-time,False,Russia,2023-10-13 14:10:51,False,False,Russia,,,,СтандартПроект,"['python', 'sql', 'java', 'elasticsearch', 'airflow', 'kafka', 'numpy', 'pandas', 'jupyter', 'flask', 'linux']","{'databases': ['elasticsearch'], 'libraries': ['airflow', 'kafka', 'numpy', 'pandas', 'jupyter'], 'os': ['linux'], 'programming': ['python', 'sql', 'java'], 'webframeworks': ['flask']}"
Senior Data Scientist,Senior Data Scientist,"Semmes, AL",via BeBee,Full-time,False,Georgia,2023-12-12 13:55:41,False,False,United States,,,,SOSi,"['python', 'r', 'sql', 'neo4j', 'kafka', 'numpy', 'pytorch', 'tensorflow', 'linux', 'tableau', 'gitlab', 'kubernetes']","{'analyst_tools': ['tableau'], 'databases': ['neo4j'], 'libraries': ['kafka', 'numpy', 'pytorch', 'tensorflow'], 'os': ['linux'], 'other': ['gitlab', 'kubernetes'], 'programming': ['python', 'r', 'sql']}"
Data Scientist,Data Scientist,Anywhere,via LinkedIn,Full-time,True,India,2023-10-31 13:09:16,False,False,India,,,,Algoscale,"['r', 'python', 'java', 'sql', 'nosql', 'mongodb', 'mongodb', 'postgresql', 'aws']","{'cloud': ['aws'], 'databases': ['mongodb', 'postgresql'], 'programming': ['r', 'python', 'java', 'sql', 'nosql', 'mongodb']}"
Data Scientist,Product Director Data Science,United States,via Trabajo.org,Full-time,False,Sudan,2023-10-10 13:19:11,False,False,Sudan,,,,Metropolitan Transportation Authority (MTA),"['python', 'r', 'go', 'docker', 'git']","{'other': ['docker', 'git'], 'programming': ['python', 'r', 'go']}"
Senior Data Engineer,Senior Data Engineer - ETL/SSIS/Snowflake,"Atlanta, GA",via LinkedIn,Contractor,False,"Texas, United States",2023-10-16 13:27:46,False,False,United States,,,,Spartan Technologies,"['sql', 'sql server', 'snowflake', 'azure', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['snowflake', 'azure'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Analyst,Consumer Health Data Engineer/Data Analyst,"Chicago, IL",via Aon Careers,Full-time,False,"Illinois, United States",2023-06-07 13:28:39,False,True,United States,,,,Aon Corporation,"['sql', 'snowflake', 'databricks', 'ssis', 'alteryx', 'tableau']","{'analyst_tools': ['ssis', 'alteryx', 'tableau'], 'cloud': ['snowflake', 'databricks'], 'programming': ['sql']}"
Data Engineer,Big Data Engineer,Anywhere,via LinkedIn,Full-time,True,India,2023-10-30 13:09:57,False,False,India,,,,Avi Software,"['sql', 'shell', 'nosql', 'python', 'aws', 'redshift', 'databricks', 'azure', 'gcp', 'pyspark', 'hadoop', 'spark', 'airflow', 'git', 'jenkins', 'jira']","{'async': ['jira'], 'cloud': ['aws', 'redshift', 'databricks', 'azure', 'gcp'], 'libraries': ['pyspark', 'hadoop', 'spark', 'airflow'], 'other': ['git', 'jenkins'], 'programming': ['sql', 'shell', 'nosql', 'python']}"
Data Engineer,Data Engineer I,"Boca Raton, FL",via ZipRecruiter,Full-time,False,"New York, United States",2023-05-17 13:04:26,False,False,United States,,,,RELX,['excel'],{'analyst_tools': ['excel']}
Data Scientist,Data Scientist (Remote),"Chicago, IL",via Pricelabs.freshteam.com,Full-time,False,"Illinois, United States",2023-03-05 13:04:22,False,False,United States,,,,PriceLabs,['sql'],{'programming': ['sql']}
Senior Data Engineer,Senior Data Engineer,"Manchester, UK",via BeBee,Full-time,False,United Kingdom,2023-09-30 13:33:50,True,False,United Kingdom,,,,Manchester Digital,"['java', 'nosql', 'aws', 'spring', 'linux']","{'cloud': ['aws'], 'libraries': ['spring'], 'os': ['linux'], 'programming': ['java', 'nosql']}"
Data Scientist,Data Scientist (Mid-Level) (Remote),"Rocky Mount, NC",via Melga,Full-time,False,"New York, United States",2023-02-15 13:04:34,False,True,United States,,,,USAA,['python'],{'programming': ['python']}
Machine Learning Engineer,Data Scientist / ML Engineer,"Bois-Colombes, France",via LinkedIn,Full-time,False,France,2023-12-28 13:36:07,False,False,France,,,,Coface,"['python', 'java', 'sql', 'nosql', 'react', 'airflow', 'linux', 'git']","{'libraries': ['react', 'airflow'], 'os': ['linux'], 'other': ['git'], 'programming': ['python', 'java', 'sql', 'nosql']}"
Senior Data Analyst,Senior Data Analyst,"Gdynia, Poland",via Trabajo.org,Full-time,False,Poland,2023-02-27 13:09:20,False,False,Poland,,,,Nordea Bank,"['sql', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['sql']}"
Data Scientist,Data analyst / Data scientist,"Mumbai, Maharashtra, India",via Shine.com,Full-time,False,India,2023-01-13 13:13:34,False,False,India,,,,GFL RECRUITMENT PRIVATE LIMITED,,
Data Engineer,Data Engineer – Innovation Program,"Braga, Portugal",via BeBee Portugal,Full-time,False,Portugal,2023-01-23 13:20:01,True,False,Portugal,,,,Bosch Car Multimedia Portugal,"['spark', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'libraries': ['spark']}"
Data Engineer,Junior Data Engineer Jobs,"Austin, TX",via Clearance Jobs,Full-time,False,"Florida, United States",2023-03-30 13:10:41,False,False,United States,,,,Deloitte,['aws'],{'cloud': ['aws']}
Data Engineer,Data Processing Engineer,"Darmstadt, Germany",via Indeed,Full-time,False,Germany,2023-09-27 13:15:09,False,False,Germany,,,,RHEA Group,"['bash', 'shell', 'perl', 'python', 'java', 'linux']","{'os': ['linux'], 'programming': ['bash', 'shell', 'perl', 'python', 'java']}"
Data Engineer,"Data Engineer, Digital Transformation (64216BR)","Boston, MA",via LinkedIn,Full-time,False,Georgia,2023-12-31 13:32:38,False,True,United States,,,,Harvard Business School,"['sql', 'mongodb', 'mongodb', 'java', 'python', 'scala', 'bash', 'redis', 'cassandra', 'aws', 'gcp', 'azure', 'gdpr', 'hadoop', 'kafka', 'spark', 'zoom', 'unify']","{'cloud': ['aws', 'gcp', 'azure'], 'databases': ['mongodb', 'redis', 'cassandra'], 'libraries': ['gdpr', 'hadoop', 'kafka', 'spark'], 'programming': ['sql', 'mongodb', 'java', 'python', 'scala', 'bash'], 'sync': ['zoom', 'unify']}"
Senior Data Engineer,Senior Data Engineer - Houston (in-office 2-3 days per week),"Houston, TX",via Smart Recruiters Jobs,Full-time,False,"Texas, United States",2023-03-09 13:09:57,False,False,United States,,,,Publicis Groupe,"['nosql', 'sql', 'python', 'java', 'javascript', 'scala', 'dynamodb', 'sql server', 'mysql', 'azure', 'redshift', 'oracle', 'aws', 'spark', 'pyspark', 'terraform']","{'cloud': ['azure', 'redshift', 'oracle', 'aws'], 'databases': ['dynamodb', 'sql server', 'mysql'], 'libraries': ['spark', 'pyspark'], 'other': ['terraform'], 'programming': ['nosql', 'sql', 'python', 'java', 'javascript', 'scala']}"
Data Analyst,Alternant Data Analyst Speech Analytics H/F,Anywhere,via HelloWork,Part-time,True,France,2023-07-17 14:04:57,False,False,France,,,,Orange,,
Business Analyst,Business Analyst,"Sliema, Malta",via Comeet,Full-time,False,Malta,2023-06-29 14:15:18,False,False,Malta,,,,Aspire Global,"['sql', 'python', 'r']","{'programming': ['sql', 'python', 'r']}"
Data Scientist,"Data Scientist, Journeyman Jobs","Arlington, TX",via Clearance Jobs,Full-time,False,"Texas, United States",2023-08-21 13:06:16,False,False,United States,,,,BigBear.ai,"['sql', 'spark']","{'libraries': ['spark'], 'programming': ['sql']}"
Data Scientist,"Director, Data Science","Spartanburg, SC",via LinkedIn,Full-time,False,"Florida, United States",2023-01-08 13:04:14,False,False,United States,,,,American Credit Acceptance,"['go', 'r', 'python', 'sql', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['go', 'r', 'python', 'sql']}"
Data Engineer,Technical Data Engineer Confirmed H/F,"Neuilly-sur-Seine, France",via HelloWork,Full-time,False,France,2023-01-25 13:49:57,False,False,France,,,,Apgar Consulting,"['sql', 'sql server', 'oracle', 'jenkins']","{'cloud': ['oracle'], 'databases': ['sql server'], 'other': ['jenkins'], 'programming': ['sql']}"
Data Scientist,BI and Data Visualization Specialist,"Atlanta, GA",via LinkedIn,Full-time,False,Georgia,2023-07-20 13:56:35,False,True,United States,,,,"Rollins, Inc.","['sql', 'vba', 'visual basic', 'powershell', 'azure', 'oracle', 'windows', 'excel', 'power bi', 'ssis', 'spreadsheet']","{'analyst_tools': ['excel', 'power bi', 'ssis', 'spreadsheet'], 'cloud': ['azure', 'oracle'], 'os': ['windows'], 'programming': ['sql', 'vba', 'visual basic', 'powershell']}"
Senior Data Scientist,Senior Data Scientist,Luxembourg,via Emplois Trabajo.org,Full-time,False,Luxembourg,2023-01-24 14:02:39,False,False,Luxembourg,,,,Capgemini,"['python', 'scala', 'c', 'c++', 'java', 'aws', 'azure', 'pytorch', 'tensorflow', 'vue', 'git']","{'cloud': ['aws', 'azure'], 'libraries': ['pytorch', 'tensorflow'], 'other': ['git'], 'programming': ['python', 'scala', 'c', 'c++', 'java'], 'webframeworks': ['vue']}"
Data Analyst,Data Analyst,"Amsterdam, Netherlands",via Vacatures Trabajo.org,Full-time,False,Netherlands,2023-09-01 13:52:55,False,False,Netherlands,,,,NES Fircroft,"['python', 'sql']","{'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,"Reading, UK",via BeBee,Full-time,False,United Kingdom,2023-11-16 13:15:11,True,False,United Kingdom,,,,Nigel Frank International,"['sql', 'python', 'sql server', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'databases': ['sql server'], 'programming': ['sql', 'python']}"
Data Engineer,GCP Data Engineer-W2 Candidates only,Anywhere,via LinkedIn,Contractor,True,"Florida, United States",2023-03-29 13:34:01,False,False,United States,,,,Aorton Inc,"['python', 'java', 'scala', 'go', 'gcp', 'bigquery', 'kafka', 'looker']","{'analyst_tools': ['looker'], 'cloud': ['gcp', 'bigquery'], 'libraries': ['kafka'], 'programming': ['python', 'java', 'scala', 'go']}"
Data Scientist,Lead Data Scientist,Finland,via Trabajo.org,Full-time,False,Finland,2023-03-05 13:26:34,False,False,Finland,,,,Adform Sp. z o.o.,"['java', 'scala', 'sql', 'python', 'nosql', 'aws', 'spark', 'hadoop', 'word', 'git']","{'analyst_tools': ['word'], 'cloud': ['aws'], 'libraries': ['spark', 'hadoop'], 'other': ['git'], 'programming': ['java', 'scala', 'sql', 'python', 'nosql']}"
Data Scientist,Data Analytics Developer,"Culver City, CA",via Trabajo.org,Full-time,False,"California, United States",2023-11-24 13:00:41,True,False,United States,,,,E*Pro Inc,"['sql', 'shell', 'sql server', 'snowflake', 'oracle', 'unix']","{'cloud': ['snowflake', 'oracle'], 'databases': ['sql server'], 'os': ['unix'], 'programming': ['sql', 'shell']}"
Data Scientist,Data Scientist - Pricing analyst,United Kingdom,via Careermap,Full-time,False,United Kingdom,2023-01-24 13:17:10,False,False,United Kingdom,,,,Careermap,"['python', 'r', 'sql']","{'programming': ['python', 'r', 'sql']}"
Data Scientist,Data Scientist,Anywhere,via Indeed,Full-time,True,"Illinois, United States",2023-01-14 13:05:17,False,False,United States,,,,IQVIA,"['python', 'nosql', 'sas', 'sas', 'elasticsearch', 'aws', 'redshift', 'spark', 'scikit-learn', 'keras', 'tensorflow', 'pytorch', 'airflow', 'tableau', 'power bi', 'git']","{'analyst_tools': ['sas', 'tableau', 'power bi'], 'cloud': ['aws', 'redshift'], 'databases': ['elasticsearch'], 'libraries': ['spark', 'scikit-learn', 'keras', 'tensorflow', 'pytorch', 'airflow'], 'other': ['git'], 'programming': ['python', 'nosql', 'sas']}"
Data Analyst,Cognitive Data Analyst,Anywhere,via Indeed,Full-time,True,Canada,2023-05-10 13:19:23,False,False,Canada,,,,Wysdom.AI,"['python', 'sql']","{'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,"Noida, Uttar Pradesh, India",via Indeed,Full-time,False,India,2023-09-22 13:34:08,True,False,India,,,,DFLabs,"['sql', 'python', 'aws', 'redshift', 'snowflake', 'airflow', 'tableau']","{'analyst_tools': ['tableau'], 'cloud': ['aws', 'redshift', 'snowflake'], 'libraries': ['airflow'], 'programming': ['sql', 'python']}"
Data Analyst,Data Analyst III - SQL / REMOTE,"West Palm Beach, FL",via WREG Jobs,Full-time,False,"Florida, United States",2023-02-28 13:03:33,False,True,United States,,,,Sunshine State Health Plan,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Data Scientist,Data Scientist Jobs,"Tampa, FL",via Clearance Jobs,Full-time,False,Georgia,2023-02-16 13:34:59,False,False,United States,,,,Barbaricum,"['r', 'python', 'c++']","{'programming': ['r', 'python', 'c++']}"
Business Analyst,Business Intelligence Analyst,"Vinings, GA",via LinkedIn,Full-time,False,Georgia,2023-06-27 13:56:13,False,False,United States,,,,Brooksource,"['sql', 'python', 'r', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,Data Scientist,"Bali, Indonesia",via HR Software For Growing Businesses | Freshteam,Full-time,False,Indonesia,2023-07-03 13:14:47,False,False,Indonesia,,,,Tyrads PTE. LTD.,"['python', 'r', 'aws', 'gcp', 'azure', 'spark', 'hadoop', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'cloud': ['aws', 'gcp', 'azure'], 'libraries': ['spark', 'hadoop'], 'programming': ['python', 'r']}"
Data Engineer,Data Engineer,Malaysia,via BeBee Malaysia,Full-time,False,Malaysia,2023-08-18 13:30:27,False,False,Malaysia,,,,cultivate,"['python', 'aws', 'gcp', 'azure', 'hadoop', 'spark']","{'cloud': ['aws', 'gcp', 'azure'], 'libraries': ['hadoop', 'spark'], 'programming': ['python']}"
Business Analyst,Lead BI Analyst,"Irvine, CA",via LinkedIn,Full-time,False,"California, United States",2023-08-11 13:01:18,False,False,United States,year,125000.0,,KORE1,"['sql', 'python', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'python']}"
Data Scientist,Reports Analyst,"Manila, Metro Manila, Philippines",via Indeed,Full-time,False,Philippines,2023-03-06 14:08:19,True,False,Philippines,,,,WorldSource Healthcare,"['excel', 'spreadsheet']","{'analyst_tools': ['excel', 'spreadsheet']}"
Data Engineer,Senior Data Engineer I,"San Francisco, CA",via LinkedIn,Full-time,False,Sudan,2023-07-21 14:02:48,False,True,Sudan,,,,GoodRx,"['sql', 'aws', 'redshift', 'airflow', 'spark', 'pyspark', 'kafka', 'excel', 'kubernetes', 'github', 'docker', 'terraform', 'jira']","{'analyst_tools': ['excel'], 'async': ['jira'], 'cloud': ['aws', 'redshift'], 'libraries': ['airflow', 'spark', 'pyspark', 'kafka'], 'other': ['kubernetes', 'github', 'docker', 'terraform'], 'programming': ['sql']}"
Data Analyst,Data Science Analyst - Full-time,"Anaheim, CA",via Snagajob,Full-time,False,"California, United States",2023-08-10 13:01:02,False,False,United States,,,,Anaheim Ducks,"['sql', 'python', 'scikit-learn', 'spark', 'pyspark', 'tensorflow', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'libraries': ['scikit-learn', 'spark', 'pyspark', 'tensorflow'], 'programming': ['sql', 'python']}"
Data Engineer,Principal Data Engineer,United States,via LinkedIn,Contractor,False,"Illinois, United States",2023-07-31 13:10:11,False,False,United States,,,,Reperio Human Capital,"['python', 'java', 'scala', 'aws', 'azure', 'gcp', 'airflow', 'hadoop', 'spark']","{'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['airflow', 'hadoop', 'spark'], 'programming': ['python', 'java', 'scala']}"
Data Analyst,Business Intelligence / Data Analyst (m/w/d),"Essen, Germany",via WGN-TV Jobs,Full-time,False,Germany,2023-01-21 13:28:32,False,False,Germany,,,,EON Energie Deutschland,"['python', 'azure', 'unix', 'git']","{'cloud': ['azure'], 'os': ['unix'], 'other': ['git'], 'programming': ['python']}"
Data Engineer,Data Engineer,"Ahmedabad, Gujarat, India",via LinkedIn,Full-time,False,India,2023-06-30 13:15:48,False,False,India,,,,Harry International Private Limited,"['python', 'scala', 'golang', 'java', 'sql', 'snowflake', 'spark']","{'cloud': ['snowflake'], 'libraries': ['spark'], 'programming': ['python', 'scala', 'golang', 'java', 'sql']}"
Data Analyst,Data analyst,"Villeurbanne, France",via Jobijoba,Full-time,False,France,2023-11-24 13:16:41,True,False,France,,,,Amiltone,"['sql', 'oracle', 'jira']","{'async': ['jira'], 'cloud': ['oracle'], 'programming': ['sql']}"
